custom/total_reward,custom/total_distance,custom/routes_completed,custom/avg_speed,custom/mean_reward,custom/avg_center_dev,time/fps,rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,time/time_elapsed,time/iterations,train/std,train/clip_fraction,train/value_loss,train/clip_range,train/learning_rate,train/policy_gradient_loss,train/n_updates,train/loss,train/explained_variance,train/entropy_loss,train/approx_kl
[0.19392247],2.5637840658891946,0.007211538461538462,[0.93005627],[0.00625556],0.11861748548291752,,,,,,,,,,,,,,,,,
-20.0,0.1361617147922516,0.001976284584980237,[0.42661435],-10.0,0.033304287061455655,,,,,,,,,,,,,,,,,
[-9.50517545],9.65761934267357,0.014641288433382138,[1.51676964],[-0.13020788],0.12438068282932965,,,,,,,,,,,,,,,,,
[0.13808642],5.429350031539798,0.005150214592274678,[1.21776245],[0.00246583],0.13612474714006698,,,,,,,,,,,,,,,,,
[0.10561414],5.222891099750996,0.010752688172043012,[1.57253761],[0.0031063],0.15081519415534517,,,,,,,,,,,,,,,,,
-20.0,0.09776953607797623,0.0011961722488038277,[0.28371353],-10.0,0.018099237623208603,,,,,,,,,,,,,,,,,
[0.04967028],5.168514307588339,0.00597609561752988,[1.08587628],[0.0010348],0.22373372690840362,,,,,,,,,,,,,,,,,
,,,,,,8,-4.44212249,6144,30.61,734,6,,,,,,,,,,,
[0.1593361],7.473812382668257,0.010835913312693499,[1.11693957],[0.00430638],0.1511960088072751,,,,,,,1.0189614295959473,0.0958984375,1.0156056111678482,0.2,9.8787225124864e-05,-0.016390181286260484,60,0.10370999574661255,-0.15467536449432373,-2.8673976972699164,0.012855487
-20.0,0.07686067372560501,0.0007547169811320754,[0.26528463],-10.0,0.0033111572265625,,,,,,,,,,,,,,,,,
[0.],2.0711857702262932,0.006109979633401222,[0.56931285],[0.],0.08614983569588781,,,,,,,,,,,,,,,,,
[0.0120299],3.7122841253876686,0.007518796992481203,[1.49982998],[0.00046269],0.3326535177766078,,,,,,,,,,,,,,,,,
[-9.79394317],4.7267221584916115,0.013440860215053764,[1.29185807],[-0.23887666],0.17756049506696994,,,,,,,,,,,,,,,,,
[-10.],1.839170414954424,0.003663003663003663,[0.74422591],[-0.43478261],0.11579902175832336,,,,,,,,,,,,,,,,,
[-9.69464791],9.078071592375636,0.016863406408094434,[1.44605185],[-0.13849497],0.10184429455877936,,,,,,,,,,,,,,,,,
[0.09572124],18.397609762381762,0.025925925925925925,[1.7435003],[0.00081813],0.29604941795970363,,,,,,,,,,,,,,,,,
-20.0,0.047125861048698425,0.0012690355329949238,[0.1287555],-10.0,0.005992383651492121,,,,,,,,,,,,,,,,,
[0.],4.503489580005407,0.007215007215007215,[1.11046884],[0.],0.25907611311836565,,,,,,,,,,,,,,,,,
[-10.],1.3465878944844007,0.003401360544217687,[0.42521784],[-0.33333333],0.013769114832493582,,,,,,,,,,,,,,,,,
[0.94071393],9.694293750915676,0.011904761904761904,[1.37124011],[0.01106722],0.22475975423064845,,,,,,,,,,,,,,,,,
-20.0,0.0936661809682846,0.0014534883720930232,[0.3042357],-10.0,0.0063706761415736265,,,,,,,,,,,,,,,,,
[-9.88548382],2.3425945676863194,0.0029806259314456036,[0.7255225],[-0.29074952],0.07409641013566008,,,,,,,,,,,,,,,,,
[-9.8765489],4.965698540210724,0.008298755186721992,[1.1212994],[-0.24089144],0.16686450701908376,,,,,,,,,,,,,,,,,
[0.54804162],15.643528200685978,0.02711864406779661,[1.78316472],[0.0049822],0.1784814932283241,,,,,,,,,,,,,,,,,
-20.0,0.011482926085591316,0.0015105740181268882,[0.05401877],-10.0,0.0018672104785799198,,,,,,,,,,,,,,,,,
[0.],5.34177788393572,0.03529411764705882,[1.57493575],[0.],0.11768763747498438,,,,,,,,,,,,,,,,,
[0.88204966],14.181316275149584,0.022026431718061675,[1.90309329],[0.01191959],0.16182462674639222,,,,,,,,,,,,,,,,,
-20.0,0.18612273037433624,0.0020325203252032522,[0.56384547],-10.0,0.03083289019142918,,,,,,,,,,,,,,,,,
[0.],2.307146104692947,0.003393665158371041,[0.5169546],[0.],0.05622181772844767,,,,,,,,,,,,,,,,,
[-10.],1.6082014720886946,0.0028089887640449437,[0.75831701],[-0.47619048],0.026396318430656058,,,,,,,,,,,,,,,,,
[0.68763389],3.527940629515797,0.004123711340206186,[1.17398238],[0.02148856],0.06790458482339515,,,,,,,,,,,,,,,,,
[0.4220395],3.9632936893031,0.006611570247933884,[0.93260493],[0.00917477],0.12255968849494928,,,,,,,,,,,,,,,,,
-20.0,0.10827424377202988,0.0012594458438287153,[0.34440383],-10.0,0.013043687841901278,,,,,,,,,,,,,,,,,
[0.],10.381863689981401,0.021691973969631236,[1.37745152],[0.],0.2062658210796835,,,,,,,,,,,,,,,,,
[-10.],0.008135258220136166,0.005208333333333333,[0.02425123],[-5.],0.00015590083720017805,,,,,,,,,,,,,,,,,
,,,,,,8,-4.525409660000001,7168,32.54,851,7,,,,,,,,,,,
[0.6820888],20.03154820475902,0.02574002574002574,[2.17570719],[0.00749548],0.17209770874912766,,,,,,,1.0277512073516846,0.1001953125,1.0347666134126485,0.2,9.858582264217601e-05,-0.01606084030936472,70,0.21450476348400116,-0.016422271728515625,-2.8826750189065935,0.0123480065
-20.0,0.05363732576370239,0.002793296089385475,[0.14387168],-10.0,0.00021065294156759112,,,,,,,,,,,,,,,,,
[0.13360718],3.059685896150768,0.005031446540880503,[1.07541769],[0.00381735],0.136728987566368,,,,,,,,,,,,,,,,,
[0.23377419],4.781277973204851,0.010482180293501049,[0.91327632],[0.0047709],0.08202066226881377,,,,,,,,,,,,,,,,,
-20.0,0.08819922804832458,0.0020408163265306124,[0.24936736],-10.0,0.003006090387656611,,,,,,,,,,,,,,,,,
[0.100708],1.440736508462578,0.002663115845539281,[0.46993663],[0.00314712],0.13771557980839186,,,,,,,,,,,,,,,,,
[0.41703532],4.10109620494768,0.0072992700729927005,[1.20977336],[0.01069321],0.06380715202257162,,,,,,,,,,,,,,,,,
[0.2447083],4.859369680285454,0.01893939393939394,[1.51728529],[0.00764713],0.1758991696968841,,,,,,,,,,,,,,,,,
-20.0,0.3894129991531372,0.0015082956259426848,[1.19249411],-10.0,0.034673427904595225,,,,,,,,,,,,,,,,,
[-9.64985877],13.730815602699295,0.08092485549132948,[1.76336595],[-0.12215011],0.1582848927011217,,,,,,,,,,,,,,,,,
[0.00941277],4.142657123506069,0.0136986301369863,[1.41607894],[0.00026894],0.2884500894764374,,,,,,,,,,,,,,,,,
[-10.],4.49123901873827,0.005733944954128441,[1.26032367],[-0.28571429],0.14725458966016783,,,,,,,,,,,,,,,,,
[-10.],2.051208660006523,0.004597701149425287,[0.78461929],[-0.4],0.12548049009605006,,,,,,,,,,,,,,,,,
[1.08891846],12.379620850086212,0.016209476309226933,[2.5563157],[0.02054563],0.1479599023047684,,,,,,,,,,,,,,,,,
[-9.85439706],0.6578410244546831,0.0010741138560687433,[0.38577742],[-0.44792714],0.026633570767105118,,,,,,,,,,,,,,,,,
[0.],4.403652575798333,0.015432098765432098,[1.53200674],[0.],0.12262507154300609,,,,,,,,,,,,,,,,,
[0.],3.679162248969078,0.006720430107526882,[1.17313674],[0.],0.25022691771145666,,,,,,,,,,,,,,,,,
[-9.72026952],0.984984066337347,0.002,[0.73567712],[-0.69430497],0.027259362879168015,,,,,,,,,,,,,,,,,
[0.15099811],1.548827938735485,0.0034904013961605585,[1.12301366],[0.01006654],0.10014418364168395,,,,,,,,,,,,,,,,,
[0.2266251],10.026058424264193,0.024691358024691357,[1.18872838],[0.00228914],0.18701120921036607,,,,,,,,,,,,,,,,,
-20.0,0.028563980013132095,0.0013351134846461949,[0.08879949],-10.0,0.0013127736692247153,,,,,,,,,,,,,,,,,
[-9.8830994],2.2364905178546906,0.0027137042062415195,[0.74572805],[-0.35296784],0.08354597010801755,,,,,,,,,,,,,,,,,
[0.13945534],2.3398875817656517,0.0033821871476888386,[0.90676662],[0.00464851],0.0731173668574971,,,,,,,,,,,,,,,,,
[0.47303328],7.735025346279144,0.018404907975460124,[2.20576123],[0.01351524],0.12968019949537404,,,,,,,,,,,,,,,,,
[-9.91158291],0.2705998532474041,0.000966183574879227,[0.25921247],[-0.99115829],0.008125256008607976,,,,,,,,,,,,,,,,,
[-10.],4.351689301431179,0.007385524372230428,[1.11126733],[-0.27777778],0.3410707960929562,,,,,,,,,,,,,,,,,
[0.],4.299995798617601,0.009523809523809525,[1.50359608],[0.],0.08830973942127572,,,,,,,,,,,,,,,,,
[-9.66253646],3.1388918571174145,0.005154639175257732,[1.01009102],[-0.31169472],0.12405104792877342,,,,,,,,,,,,,,,,,
[0.06044137],2.6498011723160744,0.004901960784313725,[0.93392154],[0.00208419],0.10338606239419168,,,,,,,,,,,,,,,,,
[-9.95094943],3.9616128131747246,0.007451564828614009,[1.5298324],[-0.39803798],0.1699063665365751,,,,,,,,,,,,,,,,,
[0.],4.235797590576112,0.008880994671403197,[0.98027962],[0.],0.08572375946030017,,,,,,,,,,,,,,,,,
,,,,,,8,-4.63751815,8192,33.28,973,8,,,,,,,,,,,
[-9.2809291],18.185001589357853,0.03792415169660679,[1.79232774],[-0.12541796],0.3582346350803503,,,,,,,1.0345072746276855,0.144921875,1.164824243192561,0.2,9.838462777753601e-05,-0.025369569752365352,80,-0.09735748171806335,-0.11951303482055664,-2.8984712660312653,0.015561479
[0.01689896],2.064221642911434,0.005338078291814947,[1.08705928],[0.00093883],0.17825282743326593,,,,,,,,,,,,,,,,,
[0.65108779],16.57305696606636,0.07456140350877193,[2.16771224],[0.00784443],0.23088707863521282,,,,,,,,,,,,,,,,,
-20.0,0.0718049630522728,0.0011547344110854503,[0.22861375],-10.0,0.0033599765710557398,,,,,,,,,,,,,,,,,
[0.4136456],3.835922982543707,0.004784688995215311,[1.18788824],[0.0106063],0.14671806024567968,,,,,,,,,,,,,,,,,
[-9.4549148],6.3845469038933516,0.0136986301369863,[1.46456113],[-0.19697739],0.11461038686644247,,,,,,,,,,,,,,,,,
[-9.92957448],2.4052327889949083,0.005952380952380952,[0.73268972],[-0.26130459],0.1743886868232082,,,,,,,,,,,,,,,,,
[-9.2607648],15.00587003864348,0.02091503267973856,[1.39334752],[-0.09260765],0.227746450631229,,,,,,,,,,,,,,,,,
[0.27913833],10.621625613886863,0.017214397496087636,[1.0405553],[0.00276375],0.21288188951044387,,,,,,,,,,,,,,,,,
-20.0,0.2442970871925354,0.0035971223021582736,[0.81161031],-10.0,0.0036096154302967974,,,,,,,,,,,,,,,,,
[1.16811598],14.438540663104504,0.02109704641350211,[1.9060065],[0.01342662],0.10400137466228568,,,,,,,,,,,,,,,,,
-20.0,0.046114567667245865,0.0011337868480725624,[0.11898831],-10.0,0.0034893562133884166,,,,,,,,,,,,,,,,,
[0.22616235],4.357217425189447,0.009596928982725527,[1.06345503],[0.00579903],0.08740938626802884,,,,,,,,,,,,,,,,,
[0.26305977],7.11551882699132,0.0043023970497848806,[1.2519474],[0.00386853],0.2849497791600575,,,,,,,,,,,,,,,,,
-20.0,0.12552659213542938,0.004524886877828055,[0.41526358],-10.0,0.017851628943670168,,,,,,,,,,,,,,,,,
[0.31543261],12.11033831210807,0.017991004497751123,[2.0083327],[0.00500687],0.14844314771817743,,,,,,,,,,,,,,,,,
[-9.90618446],0.41774691082537174,0.003134796238244514,[0.3774574],[-0.82551537],0.02005027042454379,,,,,,,,,,,,,,,,,
[0.],4.305547582451254,0.007984031936127744,[1.13216875],[0.],0.0871689585612191,,,,,,,,,,,,,,,,,
[0.13405783],6.93113000690937,0.008130081300813009,[1.33595112],[0.00252939],0.20561305632811322,,,,,,,,,,,,,,,,,
-20.0,0.05721012130379677,0.001142857142857143,[0.13009008],-10.0,0.007350855194191745,,,,,,,,,,,,,,,,,
[0.44170593],7.993077561724931,0.016423357664233577,[1.31208374],[0.00640154],0.12703393807037452,,,,,,,,,,,,,,,,,
[-10.],0.3489820100367069,0.003401360544217687,[0.4966754],[-1.66666667],0.020642866373028763,,,,,,,,,,,,,,,,,
[0.23925003],2.247131903655827,0.004366812227074236,[0.68575017],[0.00613462],0.10081915475397772,,,,,,,,,,,,,,,,,
[0.05686583],2.643512673676014,0.004672897196261682,[0.70314094],[0.00167252],0.13338284949079307,,,,,,,,,,,,,,,,,
[-9.99828876],0.013272562064230442,0.0024875621890547263,[0.0411979],[-4.99914438],0.0015429090593538503,,,,,,,,,,,,,,,,,
[1.0862498],6.381772311404347,0.009308510638297872,[0.97701669],[0.01597426],0.10321723666377353,,,,,,,,,,,,,,,,,
[-9.98435253],0.060436643194407225,0.0020876826722338203,[0.08233416],[-1.42633608],0.011099695764053164,,,,,,,,,,,,,,,,,
[0.08166626],1.2489689029753208,0.000877963125548727,[0.55313189],[0.00291665],0.10229056222098214,,,,,,,,,,,,,,,,,
,,,,,,8,-4.50895067,9216,35.22,1092,9,,,,,,,,,,,
[-9.99171978],2.5681439600884914,0.0125,[0.86008034],[-0.45416908],0.24214791185143716,,,,,,,1.0428566932678223,0.1388671875,0.7413293911376968,0.2,9.8183640530944e-05,-0.02260021910769865,90,-0.1449248045682907,0.0786486268043518,-2.9125045955181124,0.017534383
[0.12883192],7.27231526421383,0.012461059190031152,[1.37182217],[0.00207793],0.19549051355967034,,,,,,,,,,,,,,,,,
[0.32125212],6.456337466835976,0.009523809523809525,[1.61899694],[0.008454],0.2180522749862404,,,,,,,,,,,,,,,,,
-20.0,0.066902756690979,0.0022522522522522522,[0.20955396],-10.0,0.015697042153775684,,,,,,,,,,,,,,,,,
[0.],3.524105908931233,0.007952286282306162,[0.67405179],[0.],0.05783323600917904,,,,,,,,,,,,,,,,,
[-9.90212687],1.5567720048129559,0.00322061191626409,[0.79935734],[-0.49510634],0.18098452372092683,,,,,,,,,,,,,,,,,
[0.],1.7137605473399162,0.002635046113306983,[1.01896743],[0.],0.19289815552015335,,,,,,,,,,,,,,,,,
[-9.61397832],5.134569078683853,0.011185682326621925,[1.56085472],[-0.28276407],0.1196560197735016,,,,,,,,,,,,,,,,,
[0.13537206],3.13985912874341,0.006097560975609756,[1.2580511],[0.00483472],0.12066674048377125,,,,,,,,,,,,,,,,,
[0.33964532],4.90021026134491,0.004533091568449683,[1.26533405],[0.00789873],0.11397369523885828,,,,,,,,,,,,,,,,,
[-9.98545501],0.26513417437672615,0.0025974025974025974,[0.54845985],[-2.49636375],0.03226280601748913,,,,,,,,,,,,,,,,,
[0.34467903],7.5467921840026975,0.009962640099626401,[1.49751941],[0.00675841],0.13910502064522498,,,,,,,,,,,,,,,,,
[-10.],0.9931325232610106,0.0022172949002217295,[0.41887843],[-0.41666667],0.013947632825443236,,,,,,,,,,,,,,,,,
[0.35155854],7.257603354752064,0.012477718360071301,[1.17760708],[0.00462577],0.3234277022512336,,,,,,,,,,,,,,,,,
-20.0,0.008952443487942219,0.008695652173913044,[0.01395621],-10.0,0.004287781472547906,,,,,,,,,,,,,,,,,
[0.0733008],5.1187016679905355,0.006659267480577136,[1.36748834],[0.00209431],0.2005446443363389,,,,,,,,,,,,,,,,,
[0.08447192],2.6650892198085785,0.008152173913043478,[1.72791724],[0.0052795],0.13744601721532884,,,,,,,,,,,,,,,,,
[0.23015078],4.091500610113144,0.00591016548463357,[1.37867477],[0.00719221],0.19554141593928367,,,,,,,,,,,,,,,,,
-20.0,0.03895794227719307,0.006622516556291391,[0.12306672],-10.0,0.0014158931285175092,,,,,,,,,,,,,,,,,
[0.],2.0222205749014392,0.0038910505836575876,[0.61005997],[0.],0.15516379168956676,,,,,,,,,,,,,,,,,
[0.],5.863079734146595,0.008438818565400843,[1.24930995],[0.],0.09515001092009416,,,,,,,,,,,,,,,,,
-20.0,0.019880447536706924,0.0011273957158962795,[0.05956978],-10.0,0.0021805304443875805,,,,,,,,,,,,,,,,,
[0.79530783],4.468286023533437,0.004456327985739751,[1.27345335],[0.01767351],0.09349535516195062,,,,,,,,,,,,,,,,,
[0.81740726],9.013135179877281,0.022727272727272728,[1.5501277],[0.01119736],0.11978368680759079,,,,,,,,,,,,,,,,,
-20.0,0.33203211426734924,0.0020920502092050207,[1.11469199],-10.0,0.07130050256606267,,,,,,,,,,,,,,,,,
[-9.95325828],1.5137457558885217,0.004201680672268907,[0.76805916],[-0.39813033],0.14957320243619596,,,,,,,,,,,,,,,,,
[0.],3.3720905082300305,0.012539184952978056,[1.31749991],[0.],0.0719251433754314,,,,,,,,,,,,,,,,,
[0.98787236],16.698307551443577,0.02972027972027972,[1.96397986],[0.01039866],0.14167667745294657,,,,,,,,,,,,,,,,,
-20.0,0.0768178328871727,0.00510204081632653,[0.20770338],-10.0,0.0011741432690277782,,,,,,,,,,,,,,,,,
[0.05688273],3.7372685074806213,0.031746031746031744,[0.97479722],[0.00129279],0.1838049227888883,,,,,,,,,,,,,,,,,
[0.1571284],6.467808462679386,0.008534850640113799,[1.54472863],[0.00374115],0.10114727927315534,,,,,,,,,,,,,,,,,
-20.0,0.014984759502112865,0.002257336343115124,[0.0441612],-10.0,0.003281383657621104,,,,,,,,,,,,,,,,,
[-9.93877486],2.234239194309339,0.004934210526315789,[0.71948483],[-0.24846937],0.09471323813089078,,,,,,,,,,,,,,,,,
,,,,,,8,-4.30957396,10240,33.1,1212,10,,,,,,,,,,,
[-9.88099192],3.059058401733637,0.020942408376963352,[0.70589775],[-0.411708],0.08272089596167943,,,,,,,1.0496106147766113,0.13486328125,0.8813101289328188,0.2,9.79828609024e-05,-0.022234917446621694,100,-0.08872301876544952,0.0617140531539917,-2.9278986513614655,0.013429608
[0.],1.457924002315849,0.004329004329004329,[0.66759043],[0.],0.11587120523666197,,,,,,,,,,,,,,,,,
[0.1704946],6.0735092386603355,0.008683068017366137,[1.7915752],[0.00549983],0.12864755299012778,,,,,,,,,,,,,,,,,
[-10.],0.40440342389047146,0.0013736263736263737,[0.18334404],[-0.47619048],0.019609292219728267,,,,,,,,,,,,,,,,,
[-9.27506563],5.4650191850960255,0.009884678747940691,[1.11247641],[-0.17500124],0.10975921188221249,,,,,,,,,,,,,,,,,
[-9.94849197],5.370211526751518,0.010619469026548672,[1.25058906],[-0.19896984],0.31906657893711193,,,,,,,,,,,,,,,,,
[0.44781911],4.459593690931797,0.007407407407407408,[1.38243778],[0.01279483],0.07673235484952595,,,,,,,,,,,,,,,,,
[0.09424528],2.860980771481991,0.004341534008683068,[0.7177192],[0.00235613],0.09593556248543668,,,,,,,,,,,,,,,,,
-20.0,0.17577920854091644,0.003968253968253968,[0.57185819],-10.0,0.0241859761938312,,,,,,,,,,,,,,,,,
[0.33163177],8.705077762715518,0.01164294954721863,[1.43365266],[0.0047376],0.16108241561629807,,,,,,,,,,,,,,,,,
[-10.],0.02925420505926013,0.0014792899408284023,[0.04565441],[-2.],0.004126034244728435,,,,,,,,,,,,,,,,,
[0.03721452],3.4469793213065714,0.01904761904761905,[0.61133796],[0.00057253],0.21921915050044946,,,,,,,,,,,,,,,,,
[-9.98990952],3.3273140266537666,0.004962779156327543,[1.17422627],[-0.36999665],0.23374341909044907,,,,,,,,,,,,,,,,,
[0.05631729],2.0372982411645353,0.004878048780487805,[0.68383863],[0.00194198],0.10099381303443997,,,,,,,,,,,,,,,,,
[-10.],1.8800973573233932,0.005291005291005291,[0.56696182],[-0.3030303],0.1281426656471802,,,,,,,,,,,,,,,,,
[0.08463592],2.991662185639143,0.022598870056497175,[1.18128629],[0.00338544],0.14868513623664129,,,,,,,,,,,,,,,,,
[0.09335512],5.041374921798706,0.005285412262156448,[1.40298982],[0.00239372],0.224455779938288,,,,,,,,,,,,,,,,,
[-9.8026295],8.213956952095032,0.013961605584642234,[1.36230055],[-0.15810693],0.24152446585551635,,,,,,,,,,,,,,,,,
[-10.],7.132555099669844,0.008016032064128256,[1.34627658],[-0.2],0.10376047562876087,,,,,,,,,,,,,,,,,
[0.03899662],1.9324928559362888,0.005660377358490566,[1.09894584],[0.00205245],0.15242737544736262,,,,,,,,,,,,,,,,,
[-10.],1.5130560658872128,0.0025188916876574307,[0.96497514],[-0.58823529],0.1772877309834313,,,,,,,,,,,,,,,,,
[0.43249887],4.96740110963583,0.02857142857142857,[1.36198095],[0.01081247],0.13396878101243775,,,,,,,,,,,,,,,,,
[0.05704435],1.9564896021038294,0.011029411764705883,[0.57541264],[0.00162984],0.09860452017758357,,,,,,,,,,,,,,,,,
-20.0,0.21233023703098297,0.002028397565922921,[0.64910963],-10.0,0.019378662109375,,,,,,,,,,,,,,,,,
[-9.45785255],2.661262436537072,0.003048780487804878,[0.8118003],[-0.31526175],0.056332467781913774,,,,,,,,,,,,,,,,,
[0.],6.210767865180969,0.008733624454148471,[2.02994289],[0.],0.2737512532287594,,,,,,,,,,,,,,,,,
[0.89083113],13.907850310206413,0.034482758620689655,[1.96115107],[0.01127634],0.13535029504809165,,,,,,,,,,,,,,,,,
-20.0,0.14419229328632355,0.001567398119122257,[0.44786218],-10.0,0.012239913324786902,,,,,,,,,,,,,,,,,
[-10.],6.522391699487343,0.008686210640608035,[1.69297233],[-0.27777778],0.08749129386061377,,,,,,,,,,,,,,,,,
[0.05634409],3.5949908532202244,0.005657708628005658,[1.32210302],[0.00201229],0.0866642388273184,,,,,,,,,,,,,,,,,
[0.13511535],1.9046998843550682,0.028037383177570093,[0.94733215],[0.00643406],0.11727914650859336,,,,,,,,,,,,,,,,,
[0.00733207],1.26856978982687,0.004819277108433735,[1.33504594],[0.00073321],0.24271280680769877,,,,,,,,,,,,,,,,,
[0.07004999],3.616829164326191,0.007072135785007072,[1.49639807],[0.00304565],0.09639235082793218,,,,,,,,,,,,,,,,,
-20.0,0.01824880577623844,0.001379310344827586,[0.05894019],-10.0,0.0018331162942357131,,,,,,,,,,,,,,,,,
,,,,,,8,-4.323702679999999,11264,32.71,1338,11,,,,,,,,,,,
[0.7242027],12.328047594055533,0.022641509433962263,[1.38309077],[0.00928465],0.21645416540180407,,,,,,,1.057847499847412,0.18701171875,1.2780853794538416,0.2,9.778228889190399e-05,-0.022149126965086908,110,-0.16103798151016235,-0.3842289447784424,-2.94030934125185,0.03290818
-20.0,0.08688810467720032,0.0026666666666666666,[0.26173453],-10.0,0.014121369243013413,,,,,,,,,,,,,,,,,
[-10.],1.9941263444488868,0.0040650406504065045,[0.3286455],[-0.17857143],0.04758536288521361,,,,,,,,,,,,,,,,,
[-9.74814419],6.403003044426441,0.014056224899598393,[1.17018449],[-0.174074],0.3114500609389324,,,,,,,,,,,,,,,,,
[0.4161105],4.593443915247917,0.012345679012345678,[1.11328443],[0.0092469],0.10515019480438015,,,,,,,,,,,,,,,,,
[0.52755616],6.593685936182737,0.043478260869565216,[1.15020559],[0.0087926],0.07130757573543904,,,,,,,,,,,,,,,,,
-20.0,0.01820669323205948,0.0010471204188481676,[0.06457526],-10.0,0.004003030698804281,,,,,,,,,,,,,,,,,
[0.],2.096127110067755,0.003278688524590164,[0.64448421],[0.],0.050458706542571154,,,,,,,,,,,,,,,,,
[0.5550387],9.581416685134172,0.014925373134328358,[2.05335296],[0.01009161],0.13449364056377747,,,,,,,,,,,,,,,,,
-20.0,0.16592071950435638,0.003787878787878788,[0.4661497],-10.0,0.011866059591724286,,,,,,,,,,,,,,,,,
[0.05983757],1.8653650587657467,0.007042253521126761,[0.32721971],[0.00103168],0.08023118842278057,,,,,,,,,,,,,,,,,
[-9.73051992],0.7222069688141346,0.001145475372279496,[0.50940686],[-0.57238352],0.010404366376708843,,,,,,,,,,,,,,,,,
[-9.93343587],2.5488062179647386,0.003436426116838488,[0.43154283],[-0.18395252],0.13424666114223027,,,,,,,,,,,,,,,,,
[-9.83265717],5.982531726360321,0.02040816326530612,[1.4357407],[-0.23411088],0.08829684893810133,,,,,,,,,,,,,,,,,
[0.],3.06935902684927,0.0034934497816593887,[1.37138592],[0.],0.23053534167499798,,,,,,,,,,,,,,,,,
[0.10397543],9.01248636841774,0.018329938900203666,[1.8080942],[0.00221224],0.10677061912209893,,,,,,,,,,,,,,,,,
-20.0,0.039864808320999146,0.002070393374741201,[0.11848257],-10.0,0.010392309136245432,,,,,,,,,,,,,,,,,
[0.18630136],2.0859371796250343,0.009230769230769232,[1.03316928],[0.00887149],0.11585118999699909,,,,,,,,,,,,,,,,,
[-10.],1.563415827229619,0.005050505050505051,[0.97373649],[-0.625],0.1457242819994188,,,,,,,,,,,,,,,,,
[0.0963071],5.969271030277014,0.01507537688442211,[1.42823036],[0.00229303],0.12651703268746017,,,,,,,,,,,,,,,,,
[0.51524782],7.632182341068983,0.011661807580174927,[1.56664372],[0.00936814],0.21314283271679835,,,,,,,,,,,,,,,,,
-20.0,0.24941357970237732,0.006172839506172839,[0.77983243],-10.0,0.03590190383865011,,,,,,,,,,,,,,,,,
[0.34487644],8.338219460099936,0.016791044776119403,[1.40280772],[0.0052254],0.14778946511638702,,,,,,,,,,,,,,,,,
[-9.92186475],0.205469137057662,0.0011173184357541898,[0.24401266],[-1.10242942],0.004875280888508155,,,,,,,,,,,,,,,,,
[0.49476427],6.89736694842577,0.1038961038961039,[1.27091196],[0.00883508],0.12794535453196768,,,,,,,,,,,,,,,,,
[-9.91188895],6.242265418171883,0.009538950715421303,[1.62004769],[-0.26788889],0.12418465101275807,,,,,,,,,,,,,,,,,
[-9.75565672],2.0425276458263397,0.004411764705882353,[0.97820326],[-0.46455508],0.08129546158250152,,,,,,,,,,,,,,,,,
[-9.98681044],1.9796174839138985,0.0033632286995515697,[1.20411783],[-0.62417565],0.1848897559698215,,,,,,,,,,,,,,,,,
[0.02584456],3.126106195151806,0.0065040650406504065,[1.06830677],[0.00089119],0.14102562977133673,,,,,,,,,,,,,,,,,
[0.17334542],8.524408733472228,0.015437392795883362,[1.42067655],[0.00298871],0.1481016871949853,,,,,,,,,,,,,,,,,
-20.0,0.006212449632585049,0.0015527950310559005,[0.02003078],-10.0,0.0016147054219190454,,,,,,,,,,,,,,,,,
,,,,,,8,-4.5487919,12288,30.9,1462,12,,,,,,,,,,,
[-10.],1.8509496902115643,0.03125,[0.27723269],[-0.58823529],0.04167974736425505,,,,,,,1.0625238418579102,0.13046875,0.9201994485221803,0.2,9.758192449945601e-05,-0.025431987963384018,120,-0.15332162380218506,-0.14558589458465576,-2.9548068180680276,0.012445641
